序號,TOWNNAME,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,TWD97_lon,TWD97_lat,is_indoor,geometry,mean_elevation,max_slope,std_elevation,river_distance_m,river_distance_category,risk_level,terrain_risk
3075,花蓮縣,花蓮縣花蓮市,民孝里,化道路40巷1號,121.6277,23.9978,美崙國中,民孝、民心、民享、民樂、民運、民政、民德、民立、民勤、民意等里,193,"水災,震災,土石流",吳斯美,03-8223537,是,否,否,313865.1487,2654921.764,TRUE,POINT (313865.14869428816 2654921.763620341),22.39178389,20.77996635,5.9569514,833.9110981,500-1000公尺之間,中風險,Medium
3076,花蓮縣,花蓮縣花蓮市,國裕里,裕祥路89號,121.5991,23.9979,自強國中,國裕、國富里,330,"水災,震災,土石流,海嘯",鄭程議,03-8579338,是,否,是,310955.13,2654920.168,TRUE,POINT (310955.1299804578 2654920.1679820837),13.65591722,22.96947289,1.650705182,1153.97685,1000公尺以上,低風險,Low
3079,花蓮縣,花蓮縣花蓮市,民意里,府前路27號,121.6199,23.9987,花蓮高工,民意、民孝、民心、民享、民樂、民運、民政、民德、民立、民勤等里,310,"水災,震災,土石流,海嘯",周婉茹,03-8226108,是,否,否,313071.0804,2655017.926,TRUE,POINT (313071.0804059317 2655017.925697832),28.14468065,31.76095581,6.629473704,868.0939695,500-1000公尺之間,高風險,High
3080,花蓮縣,花蓮縣花蓮市,國興里,介仁街67號,121.5734,23.9997,慈濟大學人文社會學院,國興、國福、國慶等里,316,"水災,震災,土石流,海嘯",林憲國,03-8572677,是,否,是,308339.4247,2655108.638,TRUE,POINT (308339.4247329008 2655108.6375736566),43.06624618,16.94444084,4.116002047,262.9998345,小於500公尺,高風險,High
3085,花蓮縣,花蓮縣花蓮市,國慶里,中山路1段200號,121.5916,24.0004,私立四維高級中學,國興、國福、國慶等里,500,"水災,震災,土石流,海嘯",許素卿,03-8561455,是,否,否,310190.865,2655193.821,TRUE,POINT (310190.86503145884 2655193.820784057),19.46583715,7.014067173,2.855023896,997.6879546,500-1000公尺之間,中風險,Medium
3093,花蓮縣,花蓮縣花蓮市,民意里,府前路29號,121.6182,24.0017,行政院國軍退除役官兵輔導委員會花,花蓮縣,10,"水災,震災,土石流,海嘯",陳國榮,03-8223111,是,否,否,312896.653,2655349.42,TRUE,POINT (312896.6529663455 2655349.4200507635),20.66554137,31.14000893,7.117048409,714.0556771,500-1000公尺之間,高風險,High
3094,花蓮縣,花蓮縣花蓮市,民孝里,林園一街16號,121.631,24.0022,民孝社區活動中心,民孝、民享、民心等里,54,"水災,震災,土石流",黃石貴,03-8223273,是,否,是,314198.7324,2655410.571,TRUE,POINT (314198.7323956301 2655410.5709956684),15.05485684,23.29631424,7.109993284,451.4819422,小於500公尺,高風險,High
3095,花蓮縣,花蓮縣新城鄉,嘉新村,嘉南路2巷13號,121.6142,24.0035,衛生福利部東區老人之家養護院區,嘉新村,180,"水災,震災,土石流,海嘯",范家榮,03-8222831,是,否,是,312488.8067,2655546.992,TRUE,POINT (312488.8067276875 2655546.992250494),12.58886514,28.21914864,4.821059571,268.8072959,小於500公尺,高風險,High
3096,花蓮縣,花蓮縣秀林鄉,水源村,107號,121.554,24.0038,水源收容所,水源村,60,"水災,土石流",胡智偉,03-8567603,是,否,是,306363.7828,2655554.816,TRUE,POINT (306363.78277644544 2655554.816426962),97.9144693,38.96900177,34.13486798,306.5952167,小於500公尺,極高風險,Very High
3097,花蓮縣,花蓮縣花蓮市,民意里,民光483-1號,121.6168,24.0039,大陳二村活動中心,民意里,63,"水災,土石流,海嘯",何芳玲,03-8241064,是,否,是,312753.144,2655592.449,TRUE,POINT (312753.1440054266 2655592.448897075),15.67992364,22.57906723,5.619764128,523.8382622,500-1000公尺之間,中風險,Medium
3098,花蓮縣,花蓮縣花蓮市,國慶里,達固湖灣大路23號,121.582,24.004,花蓮縣立體育場,花蓮市各里,527,"水災,土石流",林維聖,03-858068615,是,否,否,309212.4667,2655588.455,FALSE,POINT (309212.4667098704 2655588.455481341),29.6294001,12.54581451,4.769797638,239.5302572,小於500公尺,高風險,High
3100,花蓮縣,花蓮縣新城鄉,嘉新村,6鄰嘉南一街43巷5號,121.6123,24.0055,嘉新社區活動中心,嘉新村,71,"水災,震災,土石流,海嘯",邱明雄,8221227,是,否,是,312294.5325,2655767.653,TRUE,POINT (312294.53245335544 2655767.6534793847),10.55309536,18.33816338,1.890872044,76.70905325,小於500公尺,高風險,High
3113,花蓮縣,花蓮縣花蓮市,國慶里,中山路1段500巷15號,121.5872,24.0076,花蓮港天宮,花蓮市各里,300,"水災,震災,土石流,海嘯",蘇正凱總幹事,03-8560017,是,否,是,309739.8628,2655989.356,TRUE,POINT (309739.8628047562 2655989.3556254916),21.5749156,9.956552505,3.063577436,139.4571817,小於500公尺,高風險,High
3119,花蓮縣,花蓮縣花蓮市,國福里,沙基拉雅街111號,121.5819,24.0104,國福社區活動中心,國福里,35,"水災,震災,海嘯",呂啟明,03-8580837,是,否,是,309199.3636,2656297.22,TRUE,POINT (309199.3636095987 2656297.220448415),24.86368044,9.956552505,3.030961469,246.5301159,小於500公尺,高風險,High
3136,花蓮縣,花蓮縣新城鄉,佳林村,民有2街29號,121.6023,24.0211,佳林社區活動中心,佳林村,36,"水災,土石流,海嘯",何禮飛,8260919,是,否,是,311269.7299,2657490.989,TRUE,POINT (311269.7299100743 2657490.9888671185),13.39262304,20.7076683,3.068386265,135.1630045,小於500公尺,高風險,High
3141,花蓮縣,花蓮縣新城鄉,嘉里村,嘉里路163號,121.6074,24.0244,國軍805醫院,嘉里村,100,"水災,震災,土石流,海嘯",高志雄,03-8263151,是,否,是,311786.9695,2657858.699,TRUE,POINT (311786.9695272626 2657858.698955304),15.04889173,11.09749413,2.086045075,413.5982512,小於500公尺,高風險,High
3149,花蓮縣,花蓮縣新城鄉,大漢村,明潭街27號,121.6298,24.0271,七星潭社區活動中心,大漢村,27,"水災,土石流",李添富,8265717,是,否,是,314064.3025,2658167.746,TRUE,POINT (314064.30253843375 2658167.7458737963),17.13488258,89.95053864,11.92113327,104.6257291,小於500公尺,極高風險,Very High
3150,花蓮縣,花蓮縣新城鄉,北埔村,北埔路13號,121.6062,24.0275,基督教芥菜種會,北埔村,41,"水災,震災,土石流,海嘯",吳雅琴,03-8260653,是,否,是,311663.419,2658201.503,TRUE,POINT (311663.4190008049 2658201.5028374875),15.91479856,11.09749413,2.040009244,387.4543958,小於500公尺,高風險,High
3166,花蓮縣,花蓮縣新城鄉,北埔村,北埔路259號,121.6032,24.0341,北埔社區活動中心,北埔村,35,"水災,震災,土石流,海嘯",王秋香,8269669,是,否,是,311355.1137,2658931.153,TRUE,POINT (311355.1137456691 2658931.152711223),18.40573471,10.31075764,1.653674592,406.3594072,小於500公尺,高風險,High
3173,花蓮縣,花蓮縣新城鄉,大漢村,19鄰民有街101號,121.61,24.0368,大漢社區活動中心,大漢村,70,"水災,震災,土石流,海嘯",李添富,8265717,是,否,是,312045.5035,2659233.165,TRUE,POINT (312045.50354143674 2659233.1654113787),16.71498725,5.75709486,0.992821363,1159.524849,1000公尺以上,低風險,Low
3175,花蓮縣,花蓮縣新城鄉,大漢村,民有街2號,121.6119,24.038,復興南營區,新城村、順安村、康樂村、大漢村、北埔村,120,"水災,震災,土石流,海嘯",陳尚庭上尉,03-8269732,是,否,是,312238.1868,2659366.907,TRUE,POINT (312238.1867925864 2659366.907160603),16.31790709,5.75709486,0.958552805,1388.803411,1000公尺以上,低風險,Low
3181,花蓮縣,花蓮縣新城鄉,大漢村,光復路572號,121.6042,24.0399,新城鄉立圖書館,北埔村、大漢村,58,"水災,震災,土石流,海嘯",黃志明,03-8261790,是,否,是,311454.073,2659573.95,TRUE,POINT (311454.0730370491 2659573.9497985444),20.08446256,5.421671867,1.7053475,785.0788818,500-1000公尺之間,中風險,Medium
3182,花蓮縣,花蓮縣新城鄉,大漢村,大安街1號,121.6048,24.0405,新城鄉原住民文化館,北埔村、康樂村,90,"水災,震災,土石流,海嘯",陳薇,03-8267223,是,否,是,311514.8157,2659640.663,TRUE,POINT (311514.8156838089 2659640.663233151),19.94536262,5.035084724,1.675909521,872.3713071,500-1000公尺之間,中風險,Medium
3183,花蓮縣,花蓮縣新城鄉,北埔村,樹林街57巷9號,121.597687,24.040698,樹林腳社區活動中心,北埔村,39,"水災,震災,土石流,海嘯",王秋香,8269669,是,否,是,310791.2344,2659659.499,TRUE,POINT (310791.23435302544 2659659.499103672),23.67974948,15.53139687,2.741488882,208.2185439,小於500公尺,高風險,High
3205,花蓮縣,花蓮縣新城鄉,康樂村,廣安1街112號,121.609904,24.053809,康樂社區活動中心,康樂村,30,"水災,震災,土石流,海嘯",賴明進,03-8260352,是,否,是,312027.5679,2661116.904,TRUE,POINT (312027.56785887753 2661116.9041504785),18.58136224,15.25017548,1.687982484,851.965702,500-1000公尺之間,中風險,Medium
3206,花蓮縣,花蓮縣秀林鄉,佳民村,119號,121.5994,24.0539,佳民國小收容所,佳民村,60,"水災,震災,土石流,海嘯",總務主任黃寶賢,03-8264900,是,否,是,310959.2359,2661122.387,TRUE,POINT (310959.23594585096 2661122.387257849),29.34205314,10.30404282,6.501046416,998.4831254,500-1000公尺之間,中風險,Medium
3258,花蓮縣,花蓮縣秀林鄉,景美村,加灣106號,121.6067,24.0825,景美活動中心,景美村,100,"水災,震災,土石流,海嘯",呂愛美,03-8267603,是,否,是,311687.9885,2664293.088,TRUE,POINT (311687.98845799215 2664293.0882638684),47.31508914,53.92895889,46.34183157,872.3441658,500-1000公尺之間,高風險,High
3312,花蓮縣,花蓮縣新城鄉,順安村,順安52-2號,121.621,24.1057,北三棧社區活動中心,順安村,35,"水災,震災,土石流,海嘯",黃仲祥,8611280,是,否,是,313130.6509,2666868.912,TRUE,POINT (313130.65089337336 2666868.911782414),12.32950277,12.91818333,2.978991551,739.9839503,500-1000公尺之間,中風險,Medium
3355,花蓮縣,花蓮縣新城鄉,順安村,草林158號,121.6365,24.1172,順安農宅示範中心,順安村,23,"水災,土石流,海嘯",黃仲祥,8611280,是,否,是,314700.6383,2668149.638,TRUE,POINT (314700.63829079026 2668149.6379429963),15.44749871,7.739382744,5.00723551,2325.885087,1000公尺以上,低風險,Low
3357,花蓮縣,花蓮縣秀林鄉,秀林村,秀林路76號,121.6244,24.118,秀林國小收容所,秀林村,100,"水災,震災,土石流,海嘯",總務主任林正雄,03-8611393,是,否,是,313470.2379,2668232.71,TRUE,POINT (313470.2378960009 2668232.710153511),54.64039159,58.7522316,40.62025782,1093.877915,1000公尺以上,高風險,High
3378,花蓮縣,花蓮縣新城鄉,新城村,仁愛路2巷172號,121.6497,24.1257,禪光育幼院,新城村,105,"水災,震災,土石流,海嘯",許淑媛,03-8612555,是,否,是,316038.1023,2669097.198,TRUE,POINT (316038.10228632856 2669097.1984184994),16.7772347,16.98651695,3.614592387,1812.776907,1000公尺以上,低風險,Low
3387,花蓮縣,花蓮縣新城鄉,新城村,博愛路31號,121.6513,24.1266,天主教聲遠之家,新城村,53,"水災,震災,土石流,海嘯",黃佩瑩,03-8610075,是,否,是,316200.2742,2669197.632,TRUE,POINT (316200.27420434146 2669197.631561205),15.08620918,16.98651695,4.017921637,1640.088888,1000公尺以上,低風險,Low
3392,花蓮縣,花蓮縣新城鄉,新城村,博愛路66號,121.6502,24.1288,新城社區活動中心,新城村,23,"水災,震災,土石流,海嘯",胡國雄,8611519,是,否,是,316087.333,2669440.771,TRUE,POINT (316087.33303529467 2669440.7707537445),16.81538304,16.98651695,4.176377222,1509.250807,1000公尺以上,低風險,Low
3393,花蓮縣,花蓮縣新城鄉,新城村,新興1街62號,121.6452,24.1301,興田社區活動中心,新城村,45,"水災,震災,土石流,海嘯",胡國雄,8611519,是,否,是,315578.448,2669582.402,TRUE,POINT (315578.44801783224 2669582.401919155),23.47033673,17.96098709,4.295844184,1540.276551,1000公尺以上,低風險,Low
3437,花蓮縣,花蓮縣秀林鄉,富世村,97號,121.6277,24.1473,富世活動中心,富世村,100,"水災,震災,土石流,海嘯",伊虹‧比岱,03-8611829,是,否,是,313791.156,2671479.286,TRUE,POINT (313791.1560261814 2671479.2860324727),87.57700055,70.42852783,52.4497279,300.9254872,小於500公尺,極高風險,Very High
3482,花蓮縣,花蓮縣秀林鄉,崇德村,72號,121.6524,24.162,崇德國小收容所,崇德,100,"水災,震災,土石流,海嘯",陳月華,03-8621201,是,否,是,316293.8236,2673118.845,TRUE,POINT (316293.823626376 2673118.8446475975),52.22018406,62.16361618,45.53841627,1763.814519,1000公尺以上,高風險,High
3789,花蓮縣,花蓮縣秀林鄉,和平村,三鄰108號,121.7483,24.3083,和平活動中心,和平村和仁,100,"水災,震災,土石流,海嘯",蔡金郎,03-8681113,是,否,是,325952.2048,2689371.334,TRUE,POINT (325952.2048332845 2689371.3335825014),34.33103308,46.29084778,30.48057137,872.5169528,500-1000公尺之間,高風險,High
3805,宜蘭縣,宜蘭縣南澳鄉,南澳村,蘇花路二段301號,121.7451,24.3322,南澳高中,碧候村、金岳村、武塔村,245,"水災,震災,海嘯",江子文,03-9981024,是,否,是,325613.2157,2692016.708,TRUE,POINT (325613.2156771795 2692016.7077042055),91.87429146,63.72855759,53.8411098,425.5552507,小於500公尺,極高風險,Very High
3810,宜蘭縣,宜蘭縣南澳鄉,金洋村,南澳鄉金洋村11號,121.7458,24.3332,金洋國小,金洋村,28,"水災,震災,海嘯",李勝雄,03-9981486,是,否,是,325683.6607,2692127.847,TRUE,POINT (325683.66071857087 2692127.846758017),116.3082848,63.72855759,80.57370048,519.9988214,500-1000公尺之間,高風險,High
3811,宜蘭縣,宜蘭縣南澳鄉,澳花村,南澳鄉澳花村和平路48號,121.745835,24.333451,澳花和平基督長老教會,澳花村,20,"水災,震災,土石流,海嘯",黃守義,03-9985180,是,否,是,325687.0635,2692155.666,TRUE,POINT (325687.0635252435 2692155.666123915),120.8737735,63.72855759,85.4540995,524.252168,500-1000公尺之間,高風險,High
3869,宜蘭縣,宜蘭縣南澳鄉,武塔村,南澳鄉武塔村新溪路溫泉巷7號,121.7493,24.4259,鄉立武塔村幼兒園,武塔村,22,"水災,震災,土石流,海嘯",白健勝,03-9982665,是,否,是,325983.4249,2702397.111,TRUE,POINT (325983.424877568 2702397.1105302414),140.1326748,72.82332611,48.13193817,250.7332892,小於500公尺,極高風險,Very High
3882,宜蘭縣,宜蘭縣大同鄉,復興村,泰雅一路61巷5號,121.371,24.4386,南山活動中心,復興村,92,"水災,震災,土石流",曾秀月,03-9892690,是,否,是,287617.2773,2703648.604,TRUE,POINT (287617.2773483806 2703648.604126208),1550.162457,61.79943085,114.9651064,1366.130087,1000公尺以上,高風險,High
3888,宜蘭縣,宜蘭縣南澳鄉,金岳村,南澳鄉金岳村金岳路2號,121.7692,24.4456,金岳國小,金岳村,28,"水災,震災,海嘯",莊秀娟,03-9981636,是,否,是,327989.3626,2704590.143,TRUE,POINT (327989.3626458369 2704590.1432415503),111.706665,71.54649353,87.52314537,34.8345843,小於500公尺,極高風險,Very High
3889,宜蘭縣,宜蘭縣南澳鄉,武塔村,南澳鄉武塔村新溪路1號,121.777599,24.445655,武塔國小,武塔村,30,"水災,震災,海嘯",白淑淓,03-9981632,是,否,是,328840.9394,2704600.992,TRUE,POINT (328840.93937833747 2704600.9924686346),57.10975397,67.13903046,54.50569395,423.882299,小於500公尺,極高風險,Very High
3892,宜蘭縣,宜蘭縣南澳鄉,南澳村,南澳鄉南澳村中正路25號,121.7778,24.4488,南澳村辦公處,南澳村,15,"水災,震災,土石流,海嘯",松亞倫,03-9982900,是,否,是,328859.3625,2704949.448,TRUE,POINT (328859.3624857385 2704949.448422117),59.09856924,66.31468201,51.38309154,183.9955998,小於500公尺,極高風險,Very High
3900,宜蘭縣,宜蘭縣蘇澳鎮,朝陽里,朝陽路40號,121.8158,24.4615,朝陽社區活動中心,朝陽里,72,"水災,震災,土石流,海嘯",蘇朝麟,03-9982068,是,否,是,332703.9718,2706378.293,TRUE,POINT (332703.9718394928 2706378.29332268),37.90079853,89.95054626,35.02490128,296.136962,小於500公尺,極高風險,Very High
3903,宜蘭縣,宜蘭縣蘇澳鎮,南強里,南澳路1號,121.8059,24.4635,南強社區活動中心,南強里,49,"水災,震災,土石流,海嘯",張竣喨,03-9981073,是,否,是,331698.9977,2706593.933,TRUE,POINT (331698.9976579407 2706593.9334911783),19.35436606,37.01097107,6.518490604,154.3979078,小於500公尺,極高風險,Very High
3907,宜蘭縣,宜蘭縣蘇澳鎮,南強里,南澳路85號,121.803,24.4647,蓬萊國小,南強里、朝陽里,50,"水災,震災,土石流,海嘯",王麗萍,03-9981660,是,是,是,331404.2227,2706725.137,TRUE,POINT (331404.2227429978 2706725.1372682713),24.54188873,39.68284607,10.14937685,402.5122892,小於500公尺,極高風險,Very High
3909,宜蘭縣,宜蘭縣南澳鄉,南澳村,蘇花路二段381號,121.803634,24.466067,南澳鄉公所二樓,武塔村、金岳村、碧候村,30,"水災,震災,土石流,海嘯",卓瑪麗,03-9981915,是,否,是,331467.6178,2706876.921,TRUE,POINT (331467.6177861327 2706876.9209459573),31.64126019,42.90594482,18.83638433,470.2963546,小於500公尺,極高風險,Very High
3911,宜蘭縣,宜蘭縣南澳鄉,金洋村,南澳鄉金洋村博愛路3號,121.8006,24.4673,金洋社區活動中心,金洋村,23,"水災,震災,土石流,海嘯",范守臣,03-9981458,是,否,是,331159.2453,2707011.706,TRUE,POINT (331159.2453135931 2707011.705888527),49.53771708,48.63066864,41.50156163,778.9594934,500-1000公尺之間,高風險,High
3912,宜蘭縣,宜蘭縣南澳鄉,南澳村,南澳鄉南澳村中正路15號,121.801149,24.467509,南澳國小,南澳村,75,"水災,震災,海嘯",周文明,03-9981228,是,否,是,331214.7674,2707035.177,TRUE,POINT (331214.76743223437 2707035.177189961),49.70515788,48.63066864,38.85362322,760.5997043,500-1000公尺之間,高風險,High
3916,宜蘭縣,宜蘭縣南澳鄉,碧候村,南澳鄉碧候村信自覺巷38號,121.784722,24.474443,碧候國小,碧候村,43,"水災,震災,海嘯",周菊芬,03-9981634,是,否,是,329545.0883,2707793.647,TRUE,POINT (329545.0883431155 2707793.646895748),47.86651195,50.32891083,26.69384194,30.20253291,小於500公尺,極高風險,Very High
3928,宜蘭縣,宜蘭縣大同鄉,,大同鄉南山村4鄰埤南巷9-1號,121.4182,24.4899,四季活動中心,南山村,88,"水災,震災,土石流",鄭重,03-9809140,是,否,否,292385.9659,2709344.016,TRUE,POINT (292385.96586929995 2709344.015723628),827.9407088,65.36792755,111.8062097,431.4594071,小於500公尺,極高風險,Very High
3938,宜蘭縣,宜蘭縣蘇澳鎮,東澳里,東澳路103號,121.8346,24.516,東澳社區活動中心,東澳里,42,"水災,震災,土石流,海嘯",嚴順明,03-9986365,是,否,是,334573.5104,2712426.191,TRUE,POINT (334573.51042450836 2712426.191241845),14.47338086,39.55787277,9.980354383,169.7490932,小於500公尺,極高風險,Very High
3939,宜蘭縣,宜蘭縣南澳鄉,東岳村,南澳鄉東岳村蘇花路3段209號,121.832701,24.52148,東澳國小,東岳村,38,土石流,鄔誠民,03-9986217,是,否,是,334377.4068,2713032.007,TRUE,POINT (334377.40677450126 2713032.0073399227),27.22833245,50.93430328,19.69845434,98.06447144,小於500公尺,極高風險,Very High
3940,宜蘭縣,宜蘭縣南澳鄉,東岳村,南澳鄉東岳村蘇花路3段139巷8弄7號1樓,121.833,24.5216,東岳村災民收容中心,東岳村,27,"水災,震災,土石流,海嘯",黃誠福,03-9986103,是,否,是,334407.6256,2713045.482,TRUE,POINT (334407.62557974784 2713045.48164042),27.50860783,50.93430328,21.5753106,79.26299876,小於500公尺,極高風險,Very High
3945,宜蘭縣,宜蘭縣大同鄉,,大同鄉四季村5鄰和勳巷2號,121.4516,24.5315,茂安活動中心,四季村,90,"水災,震災,土石流",林振形,03-9809422,是,否,是,295756.1456,2713962.152,TRUE,POINT (295756.1455815386 2713962.1524755964),627.1830782,58.91299438,84.35990009,202.5100083,小於500公尺,極高風險,Very High
3982,宜蘭縣,宜蘭縣蘇澳鎮,南建里,學府路117號,121.8689,24.576,南安國中,南成里、南建里、南興里,82,"水災,震災,土石流,海嘯",林惠珠,03-9962749,是,是,是,338007.5738,2719093.444,TRUE,POINT (338007.57376463857 2719093.4439461855),55.49184378,89.95056915,56.17382778,157.4482823,小於500公尺,極高風險,Very High
3983,宜蘭縣,宜蘭縣蘇澳鎮,永樂里,永樂路116巷6號,121.8414,24.5762,永樂社區活動中心,永樂里,74,"水災,震災,海嘯",王水龍,03-9971536,是,是,是,335221.9341,2719098.305,TRUE,POINT (335221.93408873375 2719098.3046345958),76.68338612,53.58285522,48.70032778,212.2576567,小於500公尺,極高風險,Very High
3988,宜蘭縣,宜蘭縣蘇澳鎮,永樂里,永樂路1號,121.8461,24.5786,永樂國小,永樂里、永春里,34,"水災,震災,海嘯",吳俊德,03-9962840,是,是,是,335696.3676,2719367.053,TRUE,POINT (335696.36755594093 2719367.0530266264),52.87186225,49.46444321,44.8236694,356.0312892,小於500公尺,極高風險,Very High
3989,宜蘭縣,宜蘭縣蘇澳鎮,南建里,學府路122號,121.8684,24.5789,南安國小,南安里、南正里、南寧里,69,"水災,震災,土石流,海嘯",張志弘,03-9962043,是,是,是,337954.903,2719414.34,TRUE,POINT (337954.9030424055 2719414.3399959407),27.22630754,89.95056915,39.54951916,67.31536502,小於500公尺,極高風險,Very High
3992,宜蘭縣,宜蘭縣蘇澳鎮,南建里,內埤路117巷2號,121.8599,24.5794,昭安社區活動中心,南建里,51,"水災,土石流",鄭榮吉,03-9967231,是,否,是,337093.6017,2719464.32,TRUE,POINT (337093.60170755384 2719464.3203556086),93.84900976,53.51839066,56.43956838,600.3766879,500-1000公尺之間,高風險,High
3993,宜蘭縣,宜蘭縣蘇澳鎮,南興里,華山七巷16之2號,121.8663,24.5798,南興社區活動中心,南興里,33,"水災,震災,土石流",王文彬,03-9961777,是,否,是,337741.5693,2719512.688,TRUE,POINT (337741.56925592385 2719512.6880854066),35.64030613,52.29111099,44.309928,187.776225,小於500公尺,極高風險,Very High
3996,宜蘭縣,宜蘭縣蘇澳鎮,南寧里,南新路9號,121.8695,24.5812,南寧社區活動中心,南寧里,37,"水災,震災,土石流",陳健興,03-9952578,是,否,是,338064.7126,2719669.8,TRUE,POINT (338064.71263090626 2719669.800090188),11.98388978,89.95056915,18.59763186,66.03898189,小於500公尺,極高風險,Very High
3997,宜蘭縣,宜蘭縣蘇澳鎮,永春里,永春路134巷11之1號,121.8454,24.5826,白米社區活動中心,永春里,40,"水災,震災,土石流,海嘯",鄒金玉,03-9965316,是,否,是,335622.7459,2719809.672,TRUE,POINT (335622.7458590849 2719809.671845816),51.56912112,49.46444321,44.88461134,451.0832593,小於500公尺,極高風險,Very High
3998,宜蘭縣,宜蘭縣蘇澳鎮,南正里,民生路15號,121.864,24.583,南成社區活動中心,南正里,34,"水災,震災,土石流,海嘯",藍文炳,03-9967342,是,否,是,337506.3829,2719865.669,TRUE,POINT (337506.38285833516 2719865.669266702),47.81380543,54.21286392,59.92717909,172.7018706,小於500公尺,極高風險,Very High
4002,宜蘭縣,宜蘭縣蘇澳鎮,長安里,光明路8號,121.8537,24.5923,士敏國小,長安里、永光里,55,"水災,震災,土石流,海嘯",李博文,03-9962342,是,是,是,336456.7555,2720889.267,TRUE,POINT (336456.75548007624 2720889.2665758566),15.81374363,42.92638016,17.15813063,102.9064449,小於500公尺,極高風險,Very High
4003,宜蘭縣,宜蘭縣蘇澳鎮,長安里,勝利路1-1號,121.8541,24.5928,長安社區活動中心,長安里,93,"水災,震災,土石流,海嘯",陳俐莉,03-9962217,是,否,是,336496.9231,2720944.9,TRUE,POINT (336496.9230551246 2720944.899791383),14.58689956,42.92638016,16.85491216,34.40853241,小於500公尺,極高風險,Very High
4004,宜蘭縣,宜蘭縣蘇澳鎮,蘇西里,志成路62號,121.8412,24.5939,蘇西社區活動中心,蘇西里,51,"水災,震災,土石流,海嘯",王清珠,03-9961912,是,是,是,335189.6998,2721058.695,TRUE,POINT (335189.6998088406 2721058.6953691323),20.37313555,44.85749435,19.61891435,95.97769355,小於500公尺,極高風險,Very High
4005,宜蘭縣,宜蘭縣蘇澳鎮,永光里,蘇港路85號,121.8521,24.594,永光社區活動中心,永光里,114,"水災,震災,土石流,海嘯",盧育順,03-9951515,是,是,是,336293.5453,2721076.561,TRUE,POINT (336293.5452964223 2721076.561195399),11.38159104,45.68146896,13.21321447,161.7050646,小於500公尺,極高風險,Very High
4006,宜蘭縣,宜蘭縣蘇澳鎮,蘇西里,蘇港路213號,121.8456,24.5941,蘇澳海事,蘇西里、蘇北里、蘇南里、蘇東里,132,"水災,震災,土石流,海嘯",洪重賢,03-9951661,是,是,是,335635.1802,2721083.578,TRUE,POINT (335635.18016542983 2721083.5782848867),17.58556634,47.0339241,20.72059837,63.37520717,小於500公尺,極高風險,Very High
4008,宜蘭縣,宜蘭縣蘇澳鎮,蘇西里,蘇港路215號,121.8422,24.5944,蘇澳鎮公所,蘇澳鎮26里,70,"水災,震災,土石流,海嘯",粘栩晟,03-9973421,是,否,是,335290.6374,2721114.696,TRUE,POINT (335290.637412733 2721114.6964499154),21.04369333,44.85749435,22.16774297,61.06770692,小於500公尺,極高風險,Very High
4009,宜蘭縣,宜蘭縣蘇澳鎮,聖湖里,全祿街10號,121.8345,24.5947,聖湖社區活動中心,聖湖里,99,"水災,震災,土石流,海嘯",宋湘雲,03-9971003,是,是,是,334510.611,2721143.176,TRUE,POINT (334510.610972457 2721143.1762628835),37.53877937,47.06090164,24.25909325,525.1725413,500-1000公尺之間,高風險,High
4011,宜蘭縣,宜蘭縣蘇澳鎮,聖湖里,中山路二段1號,121.8354,24.5953,蘇澳國中,聖湖里、聖愛里、蘇西里,67,"水災,震災,土石流,海嘯",張煇志,03-9962137,是,是,是,334601.3558,2721210.187,TRUE,POINT (334601.3557549096 2721210.187261361),30.95784654,47.06090164,18.02255524,439.4668282,小於500公尺,極高風險,Very High
4012,宜蘭縣,宜蘭縣蘇澳鎮,蘇東里,蘇花路5段101巷1號,121.8544,24.5956,蘇東社區活動中心,蘇東里,35,"水災,震災,土石流,海嘯",賴杰森,03-9960383,是,是,是,336525.3814,2721255.227,TRUE,POINT (336525.3813725036 2721255.2272731913),9.287594307,46.9583168,13.76151211,51.67155769,小於500公尺,極高風險,Very High
4013,宜蘭縣,宜蘭縣蘇澳鎮,蘇西里,中山路一段366號,121.8413,24.5967,蘇澳國小,蘇西里、蘇北里、聖愛里、聖湖里,72,"水災,震災,土石流,海嘯",陳建州,03-9962312,是,是,是,335197.932,2721368.896,TRUE,POINT (335197.93195112504 2721368.895558736),48.17916709,45.44064331,52.70168815,195.8191331,小於500公尺,極高風險,Very High
4014,宜蘭縣,宜蘭縣蘇澳鎮,蘇北里,新生路8號,121.8505,24.5968,蘇北社區活動中心,蘇北里,28,"水災,土石流,海嘯",邱?欽,03-9964744,是,否,是,336129.5866,2721385.698,TRUE,POINT (336129.5866259403 2721385.69788853),15.89554427,48.01680374,26.04788989,48.54414339,小於500公尺,極高風險,Very High
4018,宜蘭縣,宜蘭縣蘇澳鎮,蘇南里,光復路27巷4號,121.8526,24.5971,蘇南社區活動中心,蘇南里,44,"水災,震災,土石流,海嘯",翁正誠,03-9962701,是,否,是,336342.0568,2721420.243,TRUE,POINT (336342.0567588345 2721420.242807868),16.28146068,48.01680374,30.20226226,10.71675592,小於500公尺,極高風險,Very High
